,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description,Country,Date,Current Description
1294,Sri Aman,1.2376,111.4621,77.09,94,48,0.0,,MY,2021-10-24 22:51:16,scattered clouds
1295,Comodoro Rivadavia,-45.8667,-67.5,64.26,36,100,46.04,,AR,2021-10-24 22:51:16,dust
1296,Farkhor,37.4922,69.4036,50.88,20,0,2.46,,TJ,2021-10-24 22:51:16,clear sky
1297,Asosa,10.0667,34.5333,63.12,59,13,5.7,,ET,2021-10-24 22:51:16,few clouds
1298,Kismayo,-0.3582,42.5454,78.3,84,14,11.5,,SO,2021-10-24 22:51:17,few clouds
1299,Komsomolskiy,40.4272,71.7189,44.02,60,0,6.91,,UZ,2021-10-24 22:51:17,clear sky
1300,Privolzhye,52.8649,48.6044,38.75,77,77,8.08,,RU,2021-10-24 22:51:17,broken clouds
1301,Muroto,33.2833,134.15,57.24,92,100,17.07,,JP,2021-10-24 22:51:18,overcast clouds
1302,Puerto Leguizamo,-0.1934,-74.7819,79.45,82,99,2.42,,CO,2021-10-24 22:51:18,overcast clouds
1303,Knysna,-34.0363,23.0471,52.18,79,0,4.32,,ZA,2021-10-24 22:51:18,clear sky
1304,Meulaboh,4.1363,96.1285,74.68,90,100,4.56,,ID,2021-10-24 22:51:19,overcast clouds
1305,Dhidhdhoo,6.8833,73.1,81.86,78,71,10.6,,MV,2021-10-24 22:51:19,broken clouds
1306,Dalbandin,28.8947,64.4101,60.39,15,0,1.97,,PK,2021-10-24 22:51:19,clear sky
1307,Port Hedland,-20.3167,118.5667,75.25,41,7,4.61,,AU,2021-10-24 22:51:20,clear sky
1308,Braganca,-1.0536,-46.7656,76.96,90,31,3.11,,BR,2021-10-24 22:51:20,scattered clouds
1309,Khudumelapye,-23.8833,24.75,72.61,44,39,14.58,,BW,2021-10-24 22:51:20,scattered clouds
1310,Isangel,-19.55,169.2667,80.71,69,75,5.75,,VU,2021-10-24 22:51:21,broken clouds
1311,Bykovo,55.6361,38.0803,32.56,80,0,11.18,,RU,2021-10-24 22:51:21,clear sky
1312,Beidao,34.5686,105.8933,50.23,87,99,1.9,,CN,2021-10-24 22:51:21,overcast clouds
1313,Farafangana,-22.8167,47.8333,75.78,92,76,12.06,,MG,2021-10-24 22:51:22,light rain
1314,Los Llanos De Aridane,28.6585,-17.9182,67.75,89,90,6.91,,ES,2021-10-24 22:51:22,overcast clouds
1315,Matara,5.9485,80.5353,76.86,90,100,7.02,,LK,2021-10-24 22:51:22,overcast clouds
1316,Sturgeon Bay,44.8342,-87.377,49.21,66,1,9.22,,US,2021-10-24 22:51:23,clear sky
1317,Port Augusta,-32.5,137.7667,64.71,33,0,7.63,,AU,2021-10-24 22:51:23,clear sky
1318,Portmore,17.9702,-76.8672,85.96,81,20,19.57,,JM,2021-10-24 22:51:23,few clouds
1319,Roald,62.5833,6.1333,51.94,82,75,5.75,,NO,2021-10-24 22:51:23,broken clouds
1320,Virginia Beach,36.8529,-75.978,73.02,70,20,10.36,,US,2021-10-24 22:49:54,few clouds
1321,Hovd,48.0056,91.6419,32.27,34,4,2.04,,MN,2021-10-24 22:51:24,clear sky
1322,Mangrol,21.1167,70.1167,77.88,69,0,5.1,,IN,2021-10-24 22:51:24,clear sky
1323,Iskateley,67.6803,53.1512,20.14,97,84,4.74,,RU,2021-10-24 22:51:24,broken clouds
1324,Santo Antonio Do Sudoeste,-26.0736,-53.7253,55.4,91,2,3.11,,BR,2021-10-24 22:51:25,clear sky
1325,Kikwit,-5.041,18.8162,72.84,87,72,1.9,,CD,2021-10-24 22:51:25,broken clouds
1326,Sembe,1.6481,14.5806,69.19,99,100,0.89,,CG,2021-10-24 22:51:25,light rain
1327,Bereda,43.2686,-7.5406,53.91,100,15,1.86,,ES,2021-10-24 22:51:26,few clouds
1328,Dovolnoye,54.4958,79.6671,45.63,74,97,15.41,,RU,2021-10-24 22:51:26,overcast clouds
1329,Shelburne,44.0787,-80.2041,48.76,76,90,4.16,,CA,2021-10-24 22:51:26,overcast clouds
1330,Kholtoson,50.2981,103.3097,29.05,73,60,4.65,,RU,2021-10-24 22:51:27,broken clouds
1331,Yaqui,27.3667,-110.1667,86.09,50,0,10.27,,MX,2021-10-24 22:51:27,clear sky
1332,Coruripe,-10.1256,-36.1756,77.97,79,89,13.22,,BR,2021-10-24 22:51:17,overcast clouds
1333,Chernyshevskiy,63.0128,112.4714,32.04,98,100,6.78,,RU,2021-10-24 22:51:27,light snow
